deal_id,crm_account_key,account_name,record_type,correction_reason,close_date,contract_start_date,industry,employee_band,region,plan,sales_rep,acquisition_channel,gross_contract_value_eur,contract_value_eur,discount_pct,closed_mrr_eur,sales_fit_score,beta_feature_promised,beta_feature_category
DEAL-001215-00,ACC 001215,PossiblePage Account 1215,Original,,2025-12-04,2025-12-22,Real Estate,11-50,Spain,Starter,Nina Poli,Outbound,6230.71,5556.88,0.1081,463.07,76.1,FALSE,
DEAL-001216-00,ACC-001216,PossiblePage Account 1216,Original,,2025-07-15,2025-07-22,Professional Services,1-10,France,Growth,Marco Riva,Inbound Demo,14962.9,13559.44,0.0938,1129.95,31.5,FALSE,
DEAL-001217-00,ACC-001217,PossiblePage Account 1217,Original,,2025-04-12,2025-04-29,Manufacturing,11-50,Italy,Scale,Marco Riva,Paid Search,26127.18,24786.11,0.0513,2065.51,72.9,FALSE,
DEAL-001217-01,ACC-001217,PossiblePage Account 1217,Correction,SalesOps value correction,2025-04-18,2025-04-29,Manufacturing,11-50,Italy,Scale,Marco Riva,Paid Search,25885.88,24899.55,0.0381,2074.96,72.9,FALSE,
DEAL-001218-00,ACC-001218,PossiblePage Account 1218,Original,,2025-07-06,2025-07-13,Hospitality,201-1000,Spain,Scale,Arianna Galli,Paid Search,37954.25,32295.14,0.1491,2691.26,30.7,FALSE,
DEAL-001219-00,ACC-001219,PossiblePage Account 1219,Original,,2025-11-12,2025-11-26,Financial Services,1000+,Italy,Scale,Arianna Galli,Inbound Demo,51514.01,47059.5,0.0865,3921.62,29.9,FALSE,
DEAL-001220-00,ACC-001220,PossiblePage Account 1220,Original,,2025-09-11,2025-09-23,Software,201-1000,Italy,Starter,Marta Fabbri,Paid Search,7607.83,7370.56,0.0312,614.21,69.5,FALSE,
DEAL-001221-00, ACC-001221 ,PossiblePage Account 1221,Original,,2025-12-05,2025-12-20,Nonprofit,51-200,Italy,Starter,Pietro Mancini,Webinar,2704.58,2211.31,0.1824,184.28,69.4,TRUE,AI page builder
DEAL-001222-00,ACC-001222,PossiblePage Account 1222,Original,,2025-02-03,2025-02-22,Financial Services,51-200,Italy,Growth,Riccardo Leone,Inbound Demo,19656.85,18094.99,0.0795,1507.92,64.7,TRUE,Dynamic forms
DEAL-001223-00,ACC-001223,PossiblePage Account 1223,Original,,2025-06-17,2025-06-19,Manufacturing,201-1000,Spain,Starter,Giulia Neri,Partner,5560.21,4829.81,0.1314,402.48,34.7,FALSE,
DEAL-001224-00,ACC-001224,PossiblePage Account 1224,Original,,2025-06-07,2025-06-12,Manufacturing,51-200,Germany,Growth,Luca Serra,Inbound Demo,23946.82,20101.78,0.1606,1675.15,50.1,FALSE,
DEAL-001225-00,ACC-001225,PossiblePage Account 1225,Original,,2025-10-24,2025-11-11,Professional Services,1-10,France,Starter,Luca Serra,Webinar,6963.58,6396.74,0.0814,533.06,58.3,FALSE,
DEAL-001226-00,ACC-001226,PossiblePage Account 1226,Original,,2025-03-13,2025-04-10,Professional Services,11-50,Spain,Growth,Luca Serra,Outbound,19453.69,16772.39,0.1378,1397.7,75.5,FALSE,
DEAL-001227-00,ACC-001227,PossiblePage Account 1227,Original,,2025-11-17,2025-12-16,Healthcare,1-10,Italy,Starter,Luca Serra,Inbound Demo,6246.46,5530.89,0.1146,460.91,71.4,TRUE,Beta checkout
DEAL-001228-00,ACC 001228,PossiblePage Account 1228,Original,,2025-12-18,2026-01-14,Hospitality,51-200,Italy,Enterprise,Elena Costa,Outbound,183733.45,154709.85,0.158,12892.49,65.3,TRUE,Advanced integrations
DEAL-001229-00,ACC-001229,PossiblePage Account 1229,Original,,2025-04-18,2025-05-14,Financial Services,51-200,Netherlands,Scale,Sara Villa,Webinar,52909.37,46766.85,0.1161,3897.24,49.8,TRUE,Dynamic forms
DEAL-001230-00, ACC-001230 ,PossiblePage Account 1230,Original,,2025-05-11,2025-05-25,Software,51-200,Netherlands,Scale,Luca Serra,Inbound Demo,33219.95,29290.22,0.1183,2440.85,55.6,FALSE,
DEAL-001231-00,ACC-001231,PossiblePage Account 1231,Original,,2025-05-17,2025-05-27,Professional Services,201-1000,United Kingdom,Enterprise,Nina Poli,Outbound,176214.84,153115.23,0.1311,12759.6,84.5,FALSE,
DEAL-001232-00,ACC 001232,PossiblePage Account 1232,Original,,2025-09-29,2025-10-03,Hospitality,1-10,Netherlands,Growth,Pietro Mancini,Paid Search,14043.77,11583.41,0.1752,965.28,76.8,TRUE,CRM sync
DEAL-001232-01,acc-001232,PossiblePage Account 1232,Correction,SalesOps value correction,2025-10-03,2025-10-03,Hospitality,1-10,Netherlands,Growth,Pietro Mancini,Paid Search,14297.66,12117.87,0.1525,1009.82,76.8,TRUE,CRM sync
DEAL-001233-00,ACC-001233,PossiblePage Account 1233,Original,,2025-11-29,2025-12-03,Real Estate,11-50,Italy,Starter,Pietro Mancini,Outbound,6223.26,6017.52,0.0331,501.46,70.2,FALSE,
DEAL-001234-00,ACC-001234,PossiblePage Account 1234,Original,,2025-04-21,2025-05-19,Education,11-50,France,Growth,Giulia Neri,Inbound Demo,24574.91,22615.52,0.0797,1884.63,62.3,FALSE,
DEAL-001235-00,acc-001235,PossiblePage Account 1235,Original,,2025-04-09,2025-04-15,Healthcare,51-200,Italy,Scale,Marco Riva,Partner,58837.39,49029.35,0.1667,4085.78,95.0,FALSE,
DEAL-001236-00,acc-001236,PossiblePage Account 1236,Original,,2025-02-04,2025-02-19,Software,51-200,Italy,Growth,Arianna Galli,Webinar,12907.03,11254.15,0.1281,937.85,66.9,FALSE,
DEAL-001237-00, ACC-001237 ,PossiblePage Account 1237,Original,,2025-11-24,2025-11-29,Professional Services,1-10,Germany,Growth,Marco Riva,Outbound,9596.6,7793.5,0.1879,649.46,37.1,FALSE,
DEAL-001238-00,ACC-001238,PossiblePage Account 1238,Original,,2025-05-24,2025-06-01,Manufacturing,11-50,Germany,Scale,Sara Villa,Outbound,62391.39,56475.65,0.0948,4706.3,88.7,FALSE,
DEAL-001239-00,ACC 001239,PossiblePage Account 1239,Original,,2025-01-19,2025-02-04,Retail,51-200,Italy,Starter,Giulia Neri,Paid Search,3373.03,3320.84,0.0155,276.74,71.4,FALSE,
DEAL-001240-00,ACC-001240,PossiblePage Account 1240,Original,,2025-05-15,2025-06-03,Software,1-10,Spain,Enterprise,Luca Serra,Outbound,135980.5,118793.28,0.1264,9899.44,74.5,FALSE,
DEAL-001241-00,ACC-001241,PossiblePage Account 1241,Original,,2025-01-14,2025-01-24,Retail,11-50,Spain,Starter,Arianna Galli,Paid Search,6619.71,5932.63,0.1038,494.39,28.4,FALSE,
DEAL-001242-00,acc-001242,PossiblePage Account 1242,Original,,2025-08-14,2025-09-05,Financial Services,1-10,Spain,Growth,Elena Costa,Webinar,19836.91,17330.9,0.1263,1444.24,25.0,FALSE,
DEAL-001243-00,ACC 001243,PossiblePage Account 1243,Original,,2025-01-17,2025-02-16,Software,1-10,Italy,Enterprise,Elena Costa,Partner,182801.39,156307.96,0.1449,13025.66,85.2,FALSE,
DEAL-001244-00,ACC-001244,PossiblePage Account 1244,Original,,2025-05-19,2025-05-25,Healthcare,1-10,Nordics,Scale,Marta Fabbri,Webinar,55730.1,51099.93,0.0831,4258.33,90.6,FALSE,
DEAL-001245-00,ACC-001245,PossiblePage Account 1245,Original,,2025-03-13,2025-03-17,Healthcare,1-10,Netherlands,Growth,Nina Poli,Partner,21978.74,19353.36,0.1195,1612.78,58.7,FALSE,
DEAL-001246-00,ACC-001246,PossiblePage Account 1246,Original,,2025-04-15,2025-05-10,Manufacturing,11-50,Spain,Starter,Arianna Galli,Paid Search,7793.66,6351.23,0.1851,529.27,46.3,FALSE,
DEAL-001247-00,ACC-001247,PossiblePage Account 1247,Original,,2025-10-15,2025-11-14,Education,11-50,Spain,Growth,Luca Serra,Webinar,20940.23,20276.52,0.0317,1689.71,95.9,FALSE,
DEAL-001248-00,acc-001248,PossiblePage Account 1248,Original,,2025-05-27,2025-06-19,Retail,201-1000,Italy,Enterprise,Giulia Neri,Inbound Demo,96141.74,81571.75,0.1515,6797.65,57.1,TRUE,CRM sync
DEAL-001249-00,ACC-001249,PossiblePage Account 1249,Original,,2025-09-09,2025-09-29,Professional Services,51-200,Germany,Scale,Pietro Mancini,Referral,48662.26,40873.86,0.16,3406.16,77.8,TRUE,CRM sync
DEAL-001250-00, ACC-001250 ,PossiblePage Account 1250,Original,,2025-06-25,2025-07-15,Real Estate,11-50,Italy,Starter,Riccardo Leone,Inbound Demo,7188.27,6168.03,0.1419,514.0,67.6,TRUE,Advanced integrations
DEAL-001251-00,ACC-001251,PossiblePage Account 1251,Original,,2025-12-01,2025-12-12,Software,11-50,United Kingdom,Starter,Giulia Neri,Inbound Demo,6799.13,6250.32,0.0807,520.86,76.3,FALSE,
DEAL-001252-00,ACC-001252,PossiblePage Account 1252,Original,,2025-12-27,2026-01-10,Software,1-10,Italy,Starter,Sara Villa,Outbound,5770.4,4669.27,0.1908,389.11,30.2,TRUE,AI page builder
DEAL-001253-00,ACC 001253,PossiblePage Account 1253,Original,,2025-12-31,2026-01-12,Healthcare,11-50,France,Starter,Marta Fabbri,Inbound Demo,5382.4,4930.94,0.0839,410.91,93.0,FALSE,
DEAL-001254-00,ACC-001254,PossiblePage Account 1254,Original,,2025-11-19,2025-12-11,Professional Services,11-50,Italy,Growth,Elena Costa,Paid Search,14000.33,12036.01,0.1403,1003.0,88.1,TRUE,Beta checkout
DEAL-001255-00,ACC 001255,PossiblePage Account 1255,Original,,2025-02-14,2025-03-15,Retail,51-200,Spain,Growth,Luca Serra,Webinar,15728.6,13815.47,0.1216,1151.29,76.0,TRUE,Advanced integrations
DEAL-001256-00,acc-001256,PossiblePage Account 1256,Original,,2025-03-17,2025-04-16,Retail,51-200,Italy,Starter,Riccardo Leone,Paid Search,2847.85,2310.45,0.1887,192.54,45.6,TRUE,CRM sync
DEAL-001257-00,ACC 001257,PossiblePage Account 1257,Original,,2025-02-18,2025-02-28,Education,51-200,Italy,Growth,Elena Costa,Inbound Demo,12916.78,11249.16,0.1291,937.43,43.9,TRUE,Advanced integrations
DEAL-001258-00,ACC-001258,PossiblePage Account 1258,Original,,2025-07-08,2025-07-26,Professional Services,11-50,United Kingdom,Starter,Giulia Neri,Paid Search,3121.88,2346.73,0.2483,195.56,47.4,FALSE,
DEAL-001259-00,ACC-001259,PossiblePage Account 1259,Original,,2025-12-16,2026-01-11,Real Estate,11-50,Germany,Scale,Luca Serra,Referral,42416.53,37407.25,0.1181,3117.27,68.7,FALSE,
DEAL-001260-00, ACC-001260 ,PossiblePage Account 1260,Original,,2025-03-02,2025-03-04,Real Estate,51-200,Nordics,Growth,Arianna Galli,Outbound,18228.31,14880.61,0.1837,1240.05,37.9,TRUE,CRM sync
DEAL-001261-00,acc-001261,PossiblePage Account 1261,Original,,2025-12-10,2025-12-25,Professional Services,1000+,Spain,Starter,Sara Villa,Webinar,3622.34,3491.83,0.036,290.99,87.6,FALSE,
DEAL-001262-00,ACC 001262,PossiblePage Account 1262,Original,,2025-01-05,2025-01-09,Software,1-10,Netherlands,Scale,Marta Fabbri,Paid Search,50538.63,49931.79,0.012,4160.98,73.8,FALSE,
DEAL-001263-00, ACC-001263 ,PossiblePage Account 1263,Original,,2025-01-31,2025-03-01,Retail,11-50,Spain,Starter,Riccardo Leone,Inbound Demo,6738.09,5814.92,0.137,484.58,42.0,FALSE,
DEAL-001264-00, ACC-001264 ,PossiblePage Account 1264,Original,,2025-10-03,2025-10-09,Education,201-1000,Nordics,Scale,Pietro Mancini,Outbound,34242.09,28374.47,0.1714,2364.54,89.0,TRUE,CRM sync
DEAL-001265-00,ACC-001265,PossiblePage Account 1265,Original,,2025-01-18,2025-02-14,Hospitality,51-200,United Kingdom,Growth,Luca Serra,Outbound,10163.97,9858.38,0.0301,821.53,87.4,FALSE,
DEAL-001265-01, ACC-001265 ,PossiblePage Account 1265,Correction,SalesOps value correction,2025-01-26,2025-02-14,Hospitality,51-200,United Kingdom,Growth,Luca Serra,Outbound,10517.81,10745.19,-0.1279,895.43,87.4,FALSE,
DEAL-001266-00,ACC-001266,PossiblePage Account 1266,Original,,2025-02-12,2025-02-22,Software,201-1000,Italy,Growth,Elena Costa,Webinar,12343.2,10850.7,0.1209,904.23,95.2,FALSE,
DEAL-001267-00,ACC-001267,PossiblePage Account 1267,Original,,2025-09-08,2025-10-02,Nonprofit,1000+,Italy,Starter,Arianna Galli,Inbound Demo,5645.56,5111.64,0.0946,425.97,88.0,FALSE,
DEAL-001268-00,ACC-001268,PossiblePage Account 1268,Original,,2025-08-15,2025-08-16,Professional Services,51-200,Nordics,Enterprise,Sara Villa,Partner,119049.88,106028.39,0.1094,8835.7,58.5,TRUE,Dynamic forms
DEAL-001269-00, ACC-001269 ,PossiblePage Account 1269,Original,,2025-12-14,2025-12-24,Professional Services,1000+,Nordics,Growth,Arianna Galli,Inbound Demo,9092.9,8359.78,0.0806,696.65,75.8,FALSE,
DEAL-001270-00,ACC-001270,PossiblePage Account 1270,Original,,2025-08-27,2025-09-18,Real Estate,51-200,Italy,Scale,Sara Villa,Inbound Demo,51985.8,45076.89,0.1329,3756.41,88.0,FALSE,
DEAL-001271-00,ACC-001271,PossiblePage Account 1271,Original,,2025-09-04,2025-09-29,Retail,51-200,Italy,Starter,Giulia Neri,Outbound,6871.81,6111.56,0.1106,509.3,82.1,FALSE,
DEAL-001272-00,ACC-001272,PossiblePage Account 1272,Original,,2025-03-25,2025-04-02,Retail,1-10,United Kingdom,Enterprise,Marta Fabbri,Paid Search,146023.84,129778.12,0.1113,10814.84,42.4,FALSE,
DEAL-001273-00,ACC-001273,PossiblePage Account 1273,Original,,2025-06-18,2025-07-06,Software,1000+,Italy,Starter,Pietro Mancini,Paid Search,4743.98,4160.22,0.1231,346.69,33.4,TRUE,Dynamic forms
DEAL-001274-00,ACC-001274,PossiblePage Account 1274,Original,,2025-09-26,2025-10-19,Education,51-200,Italy,Starter,Arianna Galli,Outbound,6060.55,4840.45,0.2013,403.37,29.9,TRUE,CRM sync
DEAL-001275-00,acc-001275,PossiblePage Account 1275,Original,,2025-05-22,2025-06-16,Healthcare,201-1000,Germany,Starter,Marta Fabbri,Webinar,8191.02,6763.57,0.1743,563.63,46.4,TRUE,Beta checkout
DEAL-001276-00,acc-001276,PossiblePage Account 1276,Original,,2025-04-19,2025-05-14,Retail,11-50,Germany,Scale,Elena Costa,Inbound Demo,35439.81,32274.2,0.0893,2689.52,59.2,FALSE,
DEAL-001277-00, ACC-001277 ,PossiblePage Account 1277,Original,,2025-11-14,2025-12-14,Professional Services,1-10,France,Starter,Sara Villa,Inbound Demo,2979.8,2511.26,0.1572,209.27,68.9,TRUE,Dynamic forms
DEAL-001278-00,ACC 001278,PossiblePage Account 1278,Original,,2025-02-28,2025-03-12,Financial Services,51-200,Germany,Scale,Marco Riva,Webinar,32461.4,28426.03,0.1243,2368.84,37.2,TRUE,Advanced integrations
DEAL-001279-00,ACC 001279,PossiblePage Account 1279,Original,,2025-10-22,2025-11-12,Education,11-50,Germany,Starter,Marco Riva,Referral,4621.82,3934.33,0.1487,327.86,77.1,FALSE,
DEAL-001280-00,acc-001280,PossiblePage Account 1280,Original,,2025-03-06,2025-04-02,Education,11-50,Italy,Scale,Marco Riva,Referral,36125.58,33113.47,0.0834,2759.46,65.4,FALSE,
DEAL-001281-00,acc-001281,PossiblePage Account 1281,Original,,2025-04-11,2025-04-27,Financial Services,51-200,Netherlands,Growth,Riccardo Leone,Inbound Demo,18760.2,17466.96,0.0689,1455.58,61.6,FALSE,
DEAL-001282-00,acc-001282,PossiblePage Account 1282,Original,,2025-04-13,2025-05-09,Software,201-1000,Netherlands,Growth,Elena Costa,Outbound,9505.74,7888.36,0.1701,657.36,39.1,FALSE,
DEAL-001283-00,ACC-001283,PossiblePage Account 1283,Original,,2025-11-05,2025-12-01,Software,201-1000,United Kingdom,Starter,Elena Costa,Outbound,4300.43,3928.93,0.0864,327.41,67.8,FALSE,
DEAL-001284-00,acc-001284,PossiblePage Account 1284,Original,,2025-07-25,2025-08-10,Healthcare,11-50,Italy,Growth,Riccardo Leone,Inbound Demo,22204.05,20752.45,0.0654,1729.37,73.2,FALSE,
DEAL-001285-00, ACC-001285 ,PossiblePage Account 1285,Original,,2025-04-11,2025-04-18,Real Estate,51-200,Germany,Growth,Marco Riva,Paid Search,19730.75,16985.23,0.1391,1415.44,93.5,TRUE,Advanced integrations
DEAL-001286-00,ACC-001286,PossiblePage Account 1286,Original,,2025-09-28,2025-10-23,Financial Services,51-200,Spain,Scale,Nina Poli,Partner,32123.19,28412.0,0.1155,2367.67,97.8,FALSE,
DEAL-001287-00,ACC-001287,PossiblePage Account 1287,Original,,2025-05-14,2025-05-29,Education,201-1000,Italy,Growth,Marco Riva,Paid Search,16875.01,15407.43,0.087,1283.95,71.3,FALSE,
DEAL-001287-01,ACC 001287,PossiblePage Account 1287,Correction,SalesOps value correction,2025-05-17,2025-05-29,Education,201-1000,Italy,Growth,Marco Riva,Paid Search,16687.27,13879.21,0.1683,1156.6,71.3,FALSE,
DEAL-001288-00,ACC-001288,PossiblePage Account 1288,Original,,2025-11-23,2025-11-30,Software,201-1000,Italy,Starter,Riccardo Leone,Partner,7478.27,6739.46,0.0988,561.62,55.3,FALSE,
DEAL-001289-00,acc-001289,PossiblePage Account 1289,Original,,2025-05-09,2025-05-17,Nonprofit,11-50,Nordics,Scale,Giulia Neri,Outbound,39334.89,29629.88,0.2467,2469.16,33.4,TRUE,CRM sync
DEAL-001290-00,ACC-001290,PossiblePage Account 1290,Original,,2025-12-02,2025-12-10,Hospitality,1000+,Italy,Scale,Marco Riva,Outbound,38060.81,37299.95,0.02,3108.33,92.1,FALSE,
DEAL-001290-01,ACC 001290,PossiblePage Account 1290,Correction,SalesOps value correction,2025-12-10,2025-12-10,Hospitality,1000+,Italy,Scale,Marco Riva,Outbound,38291.21,34248.45,0.0483,2854.04,92.1,FALSE,
DEAL-001291-00,ACC-001291,PossiblePage Account 1291,Original,,2025-04-12,2025-04-18,Real Estate,1-10,Italy,Growth,Sara Villa,Outbound,13244.12,11940.36,0.0984,995.03,80.3,FALSE,
DEAL-001292-00,ACC-001292,PossiblePage Account 1292,Original,,2025-02-24,2025-03-18,Manufacturing,1000+,Spain,Starter,Marco Riva,Outbound,7909.38,6950.78,0.1212,579.23,68.1,FALSE,
DEAL-001293-00,ACC 001293,PossiblePage Account 1293,Original,,2025-04-19,2025-05-02,Professional Services,201-1000,Germany,Scale,Riccardo Leone,Inbound Demo,64124.74,58703.05,0.0845,4891.92,71.5,FALSE,
DEAL-001294-00,ACC-001294,PossiblePage Account 1294,Original,,2025-04-04,2025-04-05,Manufacturing,11-50,Germany,Starter,Marco Riva,Webinar,8539.92,8167.03,0.0437,680.59,72.0,FALSE,
DEAL-001295-00,acc-001295,PossiblePage Account 1295,Original,,2025-03-03,2025-03-29,Nonprofit,1-10,Germany,Growth,Marta Fabbri,Outbound,24416.89,20999.87,0.1399,1749.99,72.3,TRUE,Dynamic forms
DEAL-001296-00,ACC 001296,PossiblePage Account 1296,Original,,2025-09-03,2025-09-03,Manufacturing,51-200,United Kingdom,Growth,Sara Villa,Outbound,9336.86,8494.36,0.0902,707.86,60.5,FALSE,
DEAL-001297-00, ACC-001297 ,PossiblePage Account 1297,Original,,2025-11-09,2025-11-12,Nonprofit,51-200,United Kingdom,Growth,Sara Villa,Outbound,11537.71,10048.12,0.1291,837.34,80.8,FALSE,
DEAL-001298-00,ACC 001298,PossiblePage Account 1298,Original,,2025-12-02,2025-12-10,Manufacturing,201-1000,Nordics,Enterprise,Sara Villa,Inbound Demo,93713.61,80338.48,0.1427,6694.87,59.5,TRUE,Beta checkout
DEAL-001299-00,ACC-001299,PossiblePage Account 1299,Original,,2025-08-21,2025-09-02,Retail,11-50,Nordics,Growth,Giulia Neri,Paid Search,9610.16,8283.01,0.1381,690.25,79.8,FALSE,
DEAL-001300-00,ACC-001300,PossiblePage Account 1300,Original,,2025-02-13,2025-02-28,Nonprofit,11-50,Italy,Enterprise,Riccardo Leone,Outbound,183845.55,162711.88,0.115,13559.32,96.7,FALSE,
DEAL-001301-00, ACC-001301 ,PossiblePage Account 1301,Original,,2025-03-10,2025-03-16,Nonprofit,11-50,Italy,Growth,Luca Serra,Outbound,14599.77,12272.93,0.1594,1022.74,60.2,FALSE,
DEAL-001302-00,ACC 001302,PossiblePage Account 1302,Original,,2025-05-26,2025-06-23,Healthcare,201-1000,Nordics,Growth,Riccardo Leone,Partner,11095.39,9970.02,0.1014,830.84,71.9,FALSE,
DEAL-001303-00,acc-001303,PossiblePage Account 1303,Original,,2025-09-04,2025-10-03,Retail,1-10,Italy,Growth,Nina Poli,Referral,18137.67,16045.65,0.1153,1337.14,31.3,TRUE,Beta checkout
DEAL-001304-00,ACC-001304,PossiblePage Account 1304,Original,,2025-08-11,2025-09-07,Professional Services,1-10,United Kingdom,Scale,Marco Riva,Inbound Demo,28871.34,25578.52,0.1141,2131.54,32.7,TRUE,AI page builder
DEAL-001305-00, ACC-001305 ,PossiblePage Account 1305,Original,,2025-05-01,2025-05-27,Real Estate,51-200,Italy,Growth,Marco Riva,Paid Search,9858.43,8855.63,0.1017,737.97,62.3,FALSE,
DEAL-001306-00,ACC-001306,PossiblePage Account 1306,Original,,2025-04-22,2025-05-17,Retail,11-50,United Kingdom,Growth,Riccardo Leone,Webinar,12357.43,11762.11,0.0482,980.18,87.7,FALSE,
DEAL-001307-00, ACC-001307 ,PossiblePage Account 1307,Original,,2025-05-10,2025-06-05,Financial Services,1-10,Italy,Starter,Luca Serra,Outbound,5366.37,4940.33,0.0794,411.69,63.6,FALSE,
DEAL-001308-00,acc-001308,PossiblePage Account 1308,Original,,2025-08-07,2025-08-12,Professional Services,1-10,Netherlands,Starter,Marco Riva,Inbound Demo,8254.79,6870.19,0.1677,572.52,46.7,TRUE,CRM sync
DEAL-001309-00,acc-001309,PossiblePage Account 1309,Original,,2025-09-11,2025-09-15,Hospitality,51-200,Italy,Enterprise,Marta Fabbri,Partner,103515.54,94901.48,0.0832,7908.46,90.9,FALSE,
DEAL-001310-00,ACC 001310,PossiblePage Account 1310,Original,,2025-02-20,2025-03-01,Software,201-1000,Nordics,Starter,Riccardo Leone,Outbound,8053.0,5818.04,0.2775,484.84,41.6,TRUE,AI page builder
DEAL-001311-00,ACC-001311,PossiblePage Account 1311,Original,,2025-11-10,2025-12-06,Retail,51-200,Spain,Scale,Marta Fabbri,Inbound Demo,69119.69,62402.61,0.0972,5200.22,38.7,FALSE,
DEAL-001312-00,acc-001312,PossiblePage Account 1312,Original,,2025-08-07,2025-08-25,Real Estate,1-10,Italy,Growth,Arianna Galli,Inbound Demo,11961.16,10686.27,0.1066,890.52,79.8,FALSE,
DEAL-001313-00,ACC 001313,PossiblePage Account 1313,Original,,2025-07-22,2025-07-25,Healthcare,1-10,Netherlands,Starter,Elena Costa,Inbound Demo,6030.25,5362.97,0.1107,446.91,73.2,FALSE,
DEAL-001314-00,ACC 001314,PossiblePage Account 1314,Original,,2025-12-12,2025-12-20,Real Estate,11-50,Italy,Starter,Arianna Galli,Partner,6710.72,6525.68,0.0276,543.81,63.5,FALSE,
DEAL-001314-01,ACC 001314,PossiblePage Account 1314,Correction,SalesOps value correction,2025-12-13,2025-12-20,Real Estate,11-50,Italy,Starter,Arianna Galli,Partner,6681.93,5481.68,0.1314,456.81,63.5,FALSE,
DEAL-001315-00,ACC-001315,PossiblePage Account 1315,Original,,2025-10-28,2025-11-25,Hospitality,1-10,Italy,Growth,Arianna Galli,Partner,25291.82,23215.6,0.0821,1934.63,56.9,FALSE,
DEAL-001316-00,acc-001316,PossiblePage Account 1316,Original,,2025-04-24,2025-05-21,Financial Services,11-50,Spain,Growth,Nina Poli,Partner,24282.4,21496.93,0.1147,1791.41,77.9,FALSE,
DEAL-001317-00, ACC-001317 ,PossiblePage Account 1317,Original,,2025-06-02,2025-06-03,Healthcare,11-50,France,Starter,Elena Costa,Referral,6343.2,5893.55,0.0709,491.13,63.0,FALSE,
DEAL-001318-00, ACC-001318 ,PossiblePage Account 1318,Original,,2025-06-21,2025-07-15,Manufacturing,201-1000,Italy,Starter,Riccardo Leone,Outbound,5708.8,5146.47,0.0985,428.87,68.9,FALSE,
DEAL-001319-00, ACC-001319 ,PossiblePage Account 1319,Original,,2025-04-17,2025-05-11,Professional Services,11-50,United Kingdom,Starter,Marco Riva,Webinar,2887.67,2659.28,0.0791,221.61,75.4,TRUE,Advanced integrations
DEAL-001320-00,acc-001320,PossiblePage Account 1320,Original,,2025-12-31,2026-01-07,Nonprofit,51-200,Italy,Scale,Sara Villa,Webinar,47283.42,41821.16,0.1155,3485.1,74.6,TRUE,Dynamic forms
DEAL-001321-00,ACC-001321,PossiblePage Account 1321,Original,,2025-12-20,2026-01-08,Healthcare,51-200,United Kingdom,Enterprise,Marta Fabbri,Outbound,83813.06,73771.43,0.1198,6147.62,62.5,FALSE,
DEAL-001322-00,ACC-001322,PossiblePage Account 1322,Original,,2025-09-16,2025-09-23,Financial Services,11-50,United Kingdom,Growth,Marta Fabbri,Inbound Demo,15116.63,13758.06,0.0899,1146.5,68.2,TRUE,Advanced integrations
DEAL-001323-00,ACC-001323,PossiblePage Account 1323,Original,,2025-04-21,2025-05-20,Retail,11-50,France,Growth,Elena Costa,Paid Search,24581.21,22131.87,0.0996,1844.32,97.8,FALSE,
DEAL-001324-00,acc-001324,PossiblePage Account 1324,Original,,2025-10-29,2025-11-22,Software,51-200,France,Growth,Riccardo Leone,Paid Search,13425.45,11859.96,0.1166,988.33,64.1,FALSE,
DEAL-001325-00,ACC-001325,PossiblePage Account 1325,Original,,2025-01-02,2025-01-06,Education,11-50,Spain,Growth,Pietro Mancini,Inbound Demo,18733.91,17466.34,0.0677,1455.53,72.2,FALSE,
DEAL-001326-00,ACC 001326,PossiblePage Account 1326,Original,,2025-10-12,2025-11-06,Hospitality,201-1000,France,Scale,Elena Costa,Paid Search,64298.94,61311.84,0.0465,5109.32,65.6,FALSE,
DEAL-001327-00,ACC-001327,PossiblePage Account 1327,Original,,2025-12-03,2025-12-21,Healthcare,51-200,Germany,Enterprise,Giulia Neri,Inbound Demo,107488.02,95651.14,0.1101,7970.93,95.4,FALSE,
DEAL-001327-01,ACC-001327,PossiblePage Account 1327,Correction,SalesOps value correction,2025-12-09,2025-12-21,Healthcare,51-200,Germany,Enterprise,Giulia Neri,Inbound Demo,108324.2,95333.5,0.0503,7944.46,95.4,FALSE,
DEAL-001328-00, ACC-001328 ,PossiblePage Account 1328,Original,,2025-07-23,2025-07-26,Retail,1-10,Italy,Scale,Elena Costa,Referral,40551.88,35540.99,0.1236,2961.75,68.3,TRUE,CRM sync
DEAL-001329-00,ACC 001329,PossiblePage Account 1329,Original,,2025-05-20,2025-05-29,Software,51-200,Italy,Scale,Marco Riva,Paid Search,61643.16,59387.13,0.0366,4948.93,74.9,FALSE,
DEAL-001329-01,acc-001329,PossiblePage Account 1329,Correction,SalesOps value correction,2025-05-26,2025-05-29,Software,51-200,Italy,Scale,Marco Riva,Paid Search,60780.55,50811.26,0.2523,4234.27,74.9,FALSE,
DEAL-001330-00,ACC 001330,PossiblePage Account 1330,Original,,2025-04-27,2025-05-11,Software,51-200,Germany,Growth,Arianna Galli,Outbound,16448.97,14861.22,0.0965,1238.43,66.5,FALSE,
DEAL-001331-00,ACC-001331,PossiblePage Account 1331,Original,,2025-02-12,2025-02-14,Retail,11-50,Italy,Growth,Luca Serra,Inbound Demo,16061.71,14203.23,0.1157,1183.6,69.1,FALSE,
