ticket_id,support_account_key,created_date,ticket_category,priority,first_response_hours,resolution_hours,support_csat,channel
TKT-003923, ACC-001256 ,2026-01-21,Onboarding,Low,16.78,49.87,3.5,Phone
TKT-003924,ACC-001256,2026-04-10,Bug,Medium,20.36,59.7,1.1,Help Center
TKT-003925,acc-001256,2026-02-15,Performance,Urgent,28.55,62.7,2.3,Email
TKT-003926,ACC-001256,2025-07-14,Performance,High,26.69,64.8,1,Chat
TKT-003927,ACC-001257,2025-10-27,Onboarding,Medium,17.3,51.77,3.1,Email
TKT-003928,ACC-001257,2025-05-26,Integration,High,29.01,88.7,2.1,Email
TKT-003929,ACC-001257,2026-02-05,Beta feature,Urgent,24.1,72.37,2.9,Email
TKT-003930,ACC 001257,2025-09-18,Billing,Low,24.58,74.91,2.4,Email
TKT-003931,ACC 001257,2025-12-15,Onboarding,High,32.1,85.68,2.0,Email
TKT-003932,ACC-001257,2025-09-14,Beta feature,High,20.35,21.35,1.9,Phone
TKT-003933,ACC-001257,2026-02-05,Onboarding,High,25.65,59.95,1.4,Email
TKT-003934,ACC-001258,2025-07-30,Performance,Medium,17.14,43.55,4.0,Chat
TKT-003935,ACC-001258,2026-02-21,Onboarding,Medium,19.39,41.13,2.5,Chat
TKT-003936,ACC-001260,2026-02-02,Beta feature,High,26.08,81.42,2.7,Email
TKT-003937,ACC 001260,2025-09-08,Beta feature,Low,20.53,67.15,2.8,Chat
TKT-003938,ACC 001260,2025-07-28,Beta feature,Medium,14.1,27.09,1.4,Chat
TKT-003939,ACC 001260,2026-01-16,Bug,Urgent,29.54,91.57,1.8,Email
TKT-003940, ACC-001261 ,2026-01-02,Bug,High,23.22,64.94,3.4,Email
TKT-003941,acc-001261,2026-11-04,Bug,High,13.0,43.48,3.8,Email
TKT-003942,ACC-001263,2025-12-19,Onboarding,Medium,20.38,41.22,3.5,Email
TKT-003943, ACC-001263 ,2025-04-22,Billing,Medium,14.63,29.22,3.7,Chat
TKT-003944,ACC-001264,2026-08-25,Onboarding,High,19.51,61.17,2.2,Help Center
TKT-003945, ACC-001264 ,2025-11-10,Bug,High,19.73,63.13,4.5,Chat
TKT-003946,acc-001264,2025-11-24,Performance,Medium,22.22,75.19,3.0,Chat
TKT-003947,ACC-001264,2026-08-29,Integration,Medium,0.2,9.05,3.1,Chat
TKT-003948,ACC-001267,2025-10-21,Onboarding,Medium,0.73,22.9,4.9,Help Center
TKT-003949,ACC-001267,2026-02-10,Onboarding,Urgent,15.94,43.51,3.7,Email
TKT-003950,ACC 001268,2026-06-16,Billing,Low,15.13,61.53,4.0,Email
TKT-003951,ACC-001268,2026-03-01,Beta feature,Medium,19.6,66.0,3.2,Chat
TKT-003952,ACC-001268,2025-08-31,Bug,Medium,11.88,38.19,4.0,Email
TKT-003953,acc-001268,2025-09-18,Billing,Medium,16.74,64.41,3.0,Chat
TKT-003954,ACC 001268,2026-04-02,Beta feature,Medium,14.46,38.91,3.5,Help Center
TKT-003955,ACC-001269,2026-08-05,Beta feature,Low,5.38,37.28,4.2,Chat
TKT-003956,ACC-001270,2025-12-20,Performance,Low,10.49,47.33,3.9,Chat
TKT-003957,ACC-001270,2025-09-24,Onboarding,High,16.88,48.9,3.0,Phone
TKT-003958,acc-001270,2026-01-18,Integration,Medium,3.57,24.7,0,Chat
TKT-003959,acc-001270,2026-05-27,Beta feature,Medium,12.73,33.43,4.1,Chat
TKT-003960,acc-001270,2026-07-26,Beta feature,Medium,5.45,26.7,1.8,Chat
TKT-003961,ACC-001272,2025-12-10,Billing,Low,3.41,27.84,2.4,Chat
TKT-003962, ACC-001273 ,2026-01-20,Bug,High,35.33,89.0,2.5,Chat
TKT-003963, ACC-001273 ,2026-04-11,Performance,High,31.05,81.12,1.2,Email
TKT-003964,acc-001274,2026-02-25,Beta feature,High,7.86,32.54,3.4,Chat
TKT-003965,ACC-001274,2026-05-10,Bug,High,26.44,77.99,3.1,Email
TKT-003966,ACC-001274,2026-06-08,Performance,High,30.11,86.79,2.4,Help Center
TKT-003967,ACC-001274,2026-08-20,Integration,Urgent,27.65,78.01,1.2,Email
TKT-003968, ACC-001275 ,2025-09-05,Onboarding,Medium,27.83,63.76,2.3,Chat
TKT-003969,ACC-001275,2026-04-27,Beta feature,Low,22.33,61.38,2.4,Email
TKT-003970,ACC-001275,2026-01-23,Performance,High,19.69,44.19,1.9,Email
TKT-003971,ACC-001275,2025-06-26,Performance,Urgent,33.89,85.27,2.9,Phone
TKT-003972,ACC-001275,2026-04-24,Beta feature,High,18.16,90.28,1.0,Help Center
TKT-003973,ACC-001276,2025-09-24,Onboarding,Low,6.14,15.67,5.0,Help Center
TKT-003974, ACC-001276 ,2026-02-27,Integration,Low,8.17,37.72,3.8,Email
TKT-003975, ACC-001276 ,2025-05-31,Onboarding,High,17.43,48.99,4.2,Email
TKT-003976,ACC-001277,2026-06-22,Performance,Low,17.94,58.46,3.2,Help Center
TKT-003977,ACC-001277,2026-03-23,Onboarding,Urgent,13.26,45.86,4.0,Email
TKT-003978,acc-001277,2026-05-04,Bug,Medium,15.47,71.96,4.8,Chat
TKT-003979,ACC-001278,2026-01-20,Performance,Low,22.55,59.48,3.5,Chat
TKT-003980,acc-001278,2025-12-31,Onboarding,Medium,14.1,61.81,3.7,Chat
TKT-003981,acc-001278,2025-11-20,Onboarding,High,23.58,65.78,2.3,Chat
TKT-003982, ACC-001278 ,2025-11-29,Onboarding,High,24.08,69.96,1,Email
TKT-003983,acc-001279,2025-11-12,Integration,Medium,20.46,40.19,4.8,Chat
TKT-003984,ACC 001279,2026-09-21,Integration,Medium,10.07,50.04,3.9,Phone
TKT-003985,ACC-001279,2026-06-24,Beta feature,High,15.15,36.61,2.2,Chat
TKT-003986,ACC-001280,2025-05-04,Performance,High,17.27,44.72,4.0,Email
TKT-003987,acc-001280,2026-03-25,Billing,Low,9.97,52.24,3.4,Email
TKT-003988,ACC-001280,2025-04-28,Billing,Low,5.7,22.32,4.9,Chat
TKT-003989,ACC-001280,2025-08-17,Onboarding,High,9.05,28.12,2.4,Email
TKT-003990,acc-001281,2025-06-15,Performance,Low,10.09,42.9,5,Chat
TKT-003991,ACC-001281,2025-06-17,Performance,Medium,2.99,26.54,4.7,Help Center
TKT-003992,ACC-001281,2026-03-24,Integration,Medium,8.85,17.15,4.9,Help Center
TKT-003993, ACC-001282 ,2025-05-17,Integration,Urgent,26.54,65.33,2.9,Email
TKT-003994,ACC 001282,2025-06-24,Onboarding,High,22.51,80.31,1.9,Chat
TKT-003995,ACC-001282,2025-11-30,Integration,Urgent,25.32,48.43,3.4,Email
TKT-003996,ACC 001283,2026-03-18,Billing,Medium,9.93,35.44,3.7,Chat
TKT-003997,ACC 001283,2026-07-27,Billing,High,7.23,56.37,2.6,Email
TKT-003998,ACC-001283,2026-03-17,Bug,Medium,4.22,26.15,4.8,Email
TKT-003999, ACC-001283 ,2026-10-11,Onboarding,Low,8.44,34.95,5,Phone
TKT-004000,acc-001283,2026-07-30,Onboarding,High,18.22,29.03,2.6,Email
TKT-004001, ACC-001284 ,2026-02-10,Beta feature,Medium,0.2,21.03,4.0,Email
TKT-004002, ACC-001284 ,2026-03-08,Onboarding,Medium,8.13,53.99,3.8,Email
TKT-004003,ACC-001284,2026-07-20,Bug,High,18.92,70.72,3.5,Email
TKT-004004, ACC-001285 ,2025-10-21,Integration,Medium,12.39,34.98,3.4,Phone
TKT-004005,ACC 001285,2025-07-26,Beta feature,Medium,11.51,37.17,3.1,Email
TKT-004006, ACC-001285 ,2026-01-27,Beta feature,Low,7.96,47.0,3.9,Help Center
TKT-004007,ACC 001285,2025-08-16,Onboarding,Low,8.64,39.48,3.5,Chat
TKT-004008,ACC-001285,2026-02-12,Performance,Low,8.44,48.73,3.4,Chat
TKT-004009,ACC-001286,2026-03-16,Integration,Low,12.07,50.93,3.6,Email
TKT-004010,ACC-001286,2025-11-03,Onboarding,Medium,7.82,21.87,3.8,Chat
TKT-004011,ACC 001286,2026-06-08,Integration,Low,7.54,28.25,3.1,Help Center
TKT-004012,acc-001286,2025-11-10,Performance,High,16.36,44.6,4.6,Chat
TKT-004013,ACC-001286,2025-10-29,Billing,Medium,8.13,37.95,2.9,Phone
TKT-004014,acc-001287,2026-05-05,Beta feature,Low,11.09,37.51,3.7,Email
TKT-004015,acc-001287,2025-10-29,Billing,Medium,9.51,22.42,5,Email
TKT-004016,ACC 001287,2025-10-01,Integration,High,16.89,56.27,2.9,Chat
TKT-004017,ACC-001288,2026-11-25,Performance,Medium,2.66,29.96,2.4,Email
TKT-004018,ACC 001288,2026-07-29,Beta feature,Medium,13.36,56.75,5,Email
TKT-004019,acc-001288,2026-05-23,Bug,Medium,10.58,36.54,2.9,Phone
TKT-004020,acc-001288,2026-09-07,Performance,Low,10.53,56.12,3.4,Chat
TKT-004021, ACC-001288 ,2026-04-22,Billing,Medium,13.48,43.43,4.5,Email
TKT-004022,acc-001288,2026-01-28,Integration,Low,12.56,59.55,5,Help Center
TKT-004023,ACC-001288,2026-06-21,Onboarding,Medium,11.12,44.75,3.8,Email
TKT-004024, ACC-001289 ,2025-09-16,Beta feature,Medium,18.46,69.64,1.6,Email
TKT-004025,ACC-001289,2025-12-30,Bug,Medium,16.69,60.97,2.2,Chat
TKT-004026,ACC-001289,2026-02-08,Onboarding,Low,20.77,52.57,3.9,Email
TKT-004027,ACC-001290,2026-08-16,Beta feature,Low,2.93,22.28,5,Email
TKT-004028,ACC-001290,2026-03-15,Performance,High,8.78,18.78,3.8,Help Center
TKT-004029, ACC-001290 ,2026-10-02,Onboarding,High,13.65,55.16,5,Chat
TKT-004030,ACC-001290,2025-12-13,Performance,Medium,11.23,50.69,5,Email
TKT-004031,ACC 001290,2026-06-23,Integration,Medium,11.7,57.84,4.6,Chat
TKT-004032, ACC-001290 ,2026-05-10,Integration,Medium,2.52,24.14,4.0,Email
TKT-004033, ACC-001290 ,2026-04-13,Onboarding,Medium,5.1,6.1,4.9,Email
TKT-004034,ACC-001291,2025-04-19,Integration,Medium,10.77,38.24,4.0,Help Center
TKT-004035,acc-001291,2025-05-02,Billing,High,11.5,38.74,3.3,Help Center
TKT-004036, ACC-001291 ,2026-04-10,Performance,Medium,14.21,45.67,4.0,Email
TKT-004037, ACC-001292 ,2025-06-06,Billing,Medium,7.44,29.97,4.2,Chat
TKT-004038, ACC-001292 ,2026-02-14,Performance,Medium,8.41,32.1,2.9,Email
TKT-004039, ACC-001292 ,2025-07-29,Onboarding,Medium,7.48,55.02,3.3,Email
TKT-004040,ACC-001292,2025-09-20,Performance,Medium,0.78,17.01,4.7,Phone
TKT-004041, ACC-001292 ,2025-09-11,Integration,High,15.96,44.89,3.3,Phone
TKT-004042,ACC-001293,2025-09-26,Billing,Medium,14.04,59.42,3.4,Chat
TKT-004043,acc-001295,2026-03-22,Performance,Medium,3.77,37.26,3.6,Email
TKT-004044,acc-001295,2025-11-16,Bug,Medium,11.79,39.75,3.0,Email
TKT-004045,ACC-001296,2026-02-02,Billing,Medium,2.59,21.55,4.1,Chat
TKT-004046,ACC-001296,2025-10-03,Onboarding,Low,9.96,27.32,3.3,Email
TKT-004047,acc-001297,2026-03-02,Bug,Low,9.13,28.74,4.3,Email
TKT-004048,ACC 001297,2026-08-08,Beta feature,High,15.43,47.86,2.3,Email
TKT-004049, ACC-001298 ,2026-11-02,Beta feature,Medium,3.52,36.26,4.2,Email
TKT-004050,acc-001298,2026-05-04,Bug,High,10.51,49.75,1.9,Help Center
TKT-004051,ACC-001298,2026-08-24,Bug,Medium,17.92,43.94,4.2,Chat
TKT-004052,ACC 001298,2026-06-17,Performance,Medium,15.12,37.35,2.9,Help Center
TKT-004053,acc-001298,2026-09-03,Billing,Low,14.8,54.9,3.4,Chat
TKT-004054,acc-001299,2026-06-26,Integration,Medium,10.64,34.36,4.4,Email
TKT-004055,ACC-001299,2025-09-28,Onboarding,Medium,0.2,36.16,4.6,Chat
TKT-004056,acc-001299,2026-03-24,Performance,Medium,12.94,49.21,3.6,Email
TKT-004057,ACC-001299,2026-03-15,Billing,Medium,1.09,29.96,4.2,Email
TKT-004058,ACC-001300,2025-11-21,Onboarding,Medium,10.92,40.83,5,Phone
TKT-004059,ACC-001300,2025-10-21,Onboarding,Low,3.13,28.32,4.2,Email
TKT-004060,ACC-001301,2025-08-18,Onboarding,Medium,4.05,24.05,4.6,Email
TKT-004061,ACC 001301,2025-12-31,Billing,Medium,3.63,38.94,4.3,Email
TKT-004062,ACC 001301,2026-03-04,Bug,High,17.26,50.42,5,Help Center
TKT-004063, ACC-001302 ,2026-01-03,Integration,High,14.69,31.43,2.2,Email
TKT-004064,ACC-001303,2025-11-16,Beta feature,Medium,21.42,81.11,2.1,Phone
TKT-004065,acc-001303,2026-06-12,Performance,High,27.82,59.97,1,Help Center
TKT-004066,ACC 001303,2026-09-04,Billing,Urgent,35.43,109.73,2.2,Phone
TKT-004067,ACC-001303,2026-04-10,Onboarding,High,24.31,78.5,1,Chat
TKT-004068,ACC 001303,2026-01-29,Onboarding,Urgent,24.07,79.46,1.9,Chat
TKT-004069, ACC-001304 ,2025-09-14,Onboarding,High,19.96,67.38,2.5,Email
TKT-004070,ACC-001304,2026-04-11,Onboarding,Low,15.13,34.82,2.7,Phone
TKT-004071,ACC-001304,2026-05-30,Performance,High,32.57,102.36,1.6,Email
TKT-004072, ACC-001304 ,2026-02-05,Bug,Medium,13.1,61.0,2.5,Help Center
TKT-004073,ACC-001304,2026-03-09,Billing,Medium,18.24,59.54,1.5,Email
TKT-004074,ACC-001304,2025-11-15,Performance,High,33.16,108.64,2.0,Help Center
TKT-004075, ACC-001305 ,2025-12-09,Billing,Medium,2.42,3.42,4.7,Chat
TKT-004076,ACC-001305,2026-01-27,Onboarding,High,11.08,31.07,2.2,Help Center
TKT-004077, ACC-001305 ,2026-01-23,Performance,Low,15.06,41.19,4.8,Help Center
TKT-004078,ACC-001305,2025-09-16,Onboarding,High,16.23,71.37,3.3,Chat
TKT-004079,ACC-001306,2025-12-17,Onboarding,Medium,9.28,37.81,4.3,Email
TKT-004080,ACC-001306,2026-03-06,Onboarding,Low,8.49,35.29,3.9,Email
TKT-004081, ACC-001306 ,2026-05-09,Onboarding,High,18.63,35.99,3.6,Help Center
TKT-004082,ACC 001307,2026-01-12,Bug,Medium,8.95,32.65,4.8,Phone
TKT-004083,ACC-001307,2025-11-16,Beta feature,Medium,2.2,22.73,4.9,Help Center
TKT-004084,ACC 001307,2026-01-05,Integration,Low,8.95,47.54,4.3,Chat
TKT-004085,ACC-001307,2025-11-18,Billing,Medium,2.56,27.59,4.7,Chat
TKT-004086,ACC-001308,2026-01-02,Onboarding,High,30.47,78.79,2.8,Help Center
TKT-004087,acc-001308,2026-05-15,Billing,Urgent,26.77,76.16,2.1,Phone
TKT-004088,ACC-001308,2026-05-19,Onboarding,High,29.79,79.87,1.3,Chat
TKT-004089,ACC-001308,2025-11-08,Performance,Medium,14.62,45.49,2.2,Email
TKT-004090,acc-001308,2026-06-10,Integration,Medium,22.35,72.54,3.4,Help Center
TKT-004091,ACC 001308,2025-10-29,Onboarding,Medium,18.25,55.64,3.7,Email
TKT-004092,ACC-001308,2026-01-15,Performance,Low,22.4,60.43,2.5,Email
TKT-004093,acc-001308,2025-12-30,Beta feature,High,22.75,85.16,2.2,Email
TKT-004094,ACC 001309,2026-07-26,Performance,Medium,5.85,22.21,3.5,Email
TKT-004095,ACC-001309,2026-06-20,Billing,Low,0.2,21.88,3.4,Chat
TKT-004096,ACC-001309,2026-07-18,Integration,Low,8.14,24.86,3.4,Email
TKT-004097,ACC-001309,2025-12-22,Performance,Low,5.24,31.86,4.9,Email
TKT-004098, ACC-001310 ,2025-12-19,Beta feature,Medium,20.33,76.06,2.6,Phone
TKT-004099, ACC-001310 ,2025-08-09,Beta feature,High,37.39,89.93,3.3,Email
TKT-004100,ACC-001310,2025-10-17,Onboarding,Medium,18.06,75.25,2.1,Chat
TKT-004101,ACC 001310,2025-06-28,Performance,Medium,22.24,47.69,4.9,Email
TKT-004102,ACC 001310,2026-01-07,Performance,Medium,27.66,68.96,3.9,Email
TKT-004103,ACC 001310,2025-09-14,Onboarding,Low,18.98,51.63,3.8,Email
TKT-004104,acc-001310,2026-02-14,Onboarding,High,29.61,85.09,2.1,Chat
TKT-004105,ACC 001311,2026-07-12,Bug,High,12.9,46.72,4.4,Email
TKT-004106,acc-001311,2026-09-09,Integration,Medium,13.72,36.62,3.9,Email
TKT-004107,acc-001311,2026-04-08,Integration,High,24.71,67.28,2.3,Help Center
TKT-004108,ACC-001313,2025-10-03,Billing,Low,6.32,42.96,4.8,Phone
TKT-004109,ACC-001313,2026-07-14,Beta feature,Low,3.5,22.03,4.2,Chat
TKT-004110,ACC-001313,2025-09-10,Integration,Low,9.47,38.31,3.7,Phone
TKT-004111,ACC-001314,2026-07-01,Onboarding,Medium,10.77,38.85,4.7,Chat
TKT-004112,ACC-001314,2026-04-24,Beta feature,Medium,3.25,16.65,4.3,Phone
TKT-004113,ACC-001314,2026-06-11,Bug,Medium,3.95,29.57,4.7,Email
TKT-004114, ACC-001315 ,2026-04-28,Performance,Medium,6.88,40.19,4.8,Email
TKT-004115,ACC-001315,2026-07-11,Onboarding,Medium,14.06,52.45,3.6,Email
TKT-004116, ACC-001317 ,2025-07-24,Beta feature,Medium,14.88,70.08,4.9,Email
TKT-004117,ACC 001317,2025-08-27,Beta feature,High,11.42,45.12,2.8,Email
TKT-004118,ACC 001318,2026-03-23,Onboarding,Medium,7.94,24.04,4.5,Chat
TKT-004119,ACC-001318,2026-06-19,Bug,Medium,13.75,32.7,5,Email
TKT-004120, ACC-001318 ,2025-09-29,Performance,Medium,10.51,49.98,2.9,Email
TKT-004121,ACC-001318,2026-04-15,Integration,Medium,7.28,21.92,3.9,Help Center
TKT-004122,ACC-001318,2026-06-17,Bug,High,16.34,65.11,3.4,Email
TKT-004123,ACC-001318,2026-02-26,Billing,Medium,17.56,33.67,5,Email
TKT-004124,ACC-001318,2025-07-26,Bug,Urgent,4.15,24.15,3.6,Chat
TKT-004125,ACC-001319,2025-11-24,Beta feature,Medium,11.36,41.01,3.6,Help Center
TKT-004126,ACC-001319,2025-06-21,Performance,Low,15.47,32.03,3.5,Email
TKT-004127, ACC-001319 ,2025-07-12,Billing,Low,8.66,60.05,4.9,Email
TKT-004128,acc-001319,2025-08-05,Bug,Urgent,18.5,52.62,2.9,Chat
TKT-004129,ACC-001320,2026-10-13,Onboarding,High,20.69,68.89,2.6,Chat
TKT-004130,ACC-001320,2026-12-05,Beta feature,Urgent,21.27,40.39,2.7,Email
TKT-004131, ACC-001320 ,2026-06-29,Performance,High,25.91,75.98,3.2,Phone
TKT-004132,ACC-001320,2026-11-14,Beta feature,High,26.37,69.62,2.5,Phone
TKT-004133, ACC-001320 ,2026-05-25,Onboarding,Medium,6.86,33.32,4.4,Email
TKT-004134,ACC 001320,2026-06-06,Integration,High,8.37,25.9,2.4,Phone
TKT-004135,ACC-001321,2026-12-20,Bug,High,15.66,37.47,3.1,Phone
TKT-004136, ACC-001321 ,2026-06-28,Beta feature,Low,6.07,36.14,3.9,Chat
TKT-004137,acc-001321,2026-11-01,Onboarding,Medium,15.83,89.97,2.6,Phone
TKT-004138, ACC-001322 ,2026-03-09,Onboarding,Medium,7.78,37.98,1.5,Email
TKT-004139,ACC 001322,2026-08-29,Bug,Low,8.06,39.34,3.0,Chat
TKT-004140,ACC-001322,2025-10-06,Integration,High,26.93,58.38,2.5,Email
TKT-004141, ACC-001322 ,2026-01-06,Beta feature,Medium,13.32,38.76,2.8,Help Center
TKT-004142,ACC-001322,2026-04-16,Billing,Urgent,10.03,15.22,3.0,Email
TKT-004143, ACC-001322 ,2026-03-10,Onboarding,Medium,13.28,51.07,5,Email
TKT-004144, ACC-001323 ,2025-10-01,Billing,Low,9.63,52.23,4.9,Chat
TKT-004145,ACC 001323,2025-06-11,Beta feature,High,20.34,57.91,2.7,Chat
TKT-004146,ACC 001323,2026-01-06,Beta feature,Medium,3.09,20.67,5,Help Center
TKT-004147, ACC-001323 ,2025-09-06,Billing,Medium,7.41,27.5,4.5,Email
TKT-004148,ACC 001324,2026-10-30,Onboarding,Medium,4.72,55.25,3.2,Chat
TKT-004149,ACC 001324,2025-12-08,Billing,High,11.02,40.06,4.5,Email
TKT-004150,acc-001324,2026-08-29,Billing,Medium,0.54,3.0,4.5,Chat
TKT-004151,ACC-001324,2026-05-08,Performance,Medium,3.89,17.15,3.8,Help Center
TKT-004152, ACC-001325 ,2025-06-21,Beta feature,Medium,12.77,29.13,4.2,Chat
TKT-004153,ACC 001326,2026-06-27,Bug,Low,8.52,27.74,5,Email
TKT-004154,acc-001326,2026-10-21,Onboarding,Medium,2.99,31.75,5,Chat
TKT-004155, ACC-001326 ,2026-05-26,Billing,Medium,4.7,15.76,2.8,Chat
TKT-004156,ACC-001327,2026-02-07,Integration,Low,3.63,26.68,4.4,Chat
TKT-004157,ACC-001327,2026-10-16,Billing,Low,11.48,37.67,2.8,Phone
TKT-004158,ACC-001327,2026-01-02,Bug,Medium,6.35,30.0,4.9,Chat
TKT-004159,acc-001327,2026-01-11,Onboarding,Low,13.05,43.15,3.8,Chat
TKT-004160,ACC-001328,2026-05-25,Bug,Low,15.31,55.34,3.0,Help Center
TKT-004161,ACC-001328,2026-05-07,Performance,Low,13.42,35.11,3.1,Help Center
TKT-004162,ACC-001328,2025-10-21,Onboarding,Low,6.79,39.32,2.9,Chat
TKT-004163,ACC-001328,2025-08-20,Beta feature,Medium,12.85,34.02,4.7,Help Center
TKT-004164,ACC-001328,2026-01-09,Beta feature,Low,7.44,14.77,3.6,Email
TKT-004165,ACC-001329,2026-04-23,Integration,Medium,11.05,35.01,4.8,Phone
TKT-004166,ACC-001329,2026-02-08,Onboarding,Urgent,5.05,31.02,3.5,Email
TKT-004167,ACC-001329,2025-08-09,Bug,Low,5.52,6.52,3.1,Email
TKT-004168,ACC-001329,2026-03-02,Onboarding,Low,0.2,24.97,3.0,Email
TKT-004169,ACC 001329,2026-01-20,Billing,Medium,1.79,15.56,3.7,Chat
TKT-004170,ACC 001329,2026-02-13,Performance,Low,3.15,37.0,4.8,Email
TKT-004171, ACC-001330 ,2025-06-24,Beta feature,Medium,10.8,35.46,4.1,Chat
TKT-004172, ACC-001330 ,2025-08-07,Billing,Medium,0.78,12.69,5,Email
TKT-004173,ACC 001331,2025-10-23,Beta feature,Low,6.72,16.61,5,Chat
TKT-004174,ACC-001331,2025-04-14,Integration,Low,9.05,32.85,4.8,Chat
TKT-004175,ACC-001332,2025-12-16,Beta feature,High,28.83,71.7,3.3,Email
TKT-004176,ACC-001332,2026-01-21,Onboarding,High,24.22,72.42,1,Chat
TKT-004177,ACC-001332,2026-01-28,Integration,Urgent,27.57,58.07,1,Email
TKT-004178,ACC-001333,2026-02-24,Billing,High,24.03,65.31,1.9,Phone
TKT-004179,ACC-001333,2026-03-15,Integration,High,28.91,46.09,1.1,Email
TKT-004180,ACC-001333,2026-09-16,Billing,Urgent,23.36,61.99,1.9,Email
TKT-004181, ACC-001334 ,2025-10-11,Onboarding,High,12.18,43.69,2.8,Email
TKT-004182,ACC 001334,2026-01-06,Billing,Medium,7.66,35.16,3.3,Chat
TKT-004183,ACC-001334,2026-02-03,Billing,Urgent,15.04,61.14,2.8,Email
TKT-004184,ACC-001334,2026-05-30,Billing,Medium,13.25,43.31,4.7,Phone
TKT-004185,ACC 001335,2026-09-10,Billing,High,15.21,50.48,3.1,Email
TKT-004186,ACC 001335,2026-10-26,Integration,Low,19.21,53.23,1.5,Phone
TKT-004187,ACC-001335,2026-05-22,Bug,Medium,14.55,38.45,3.7,Phone
TKT-004188, ACC-001336 ,2025-06-24,Onboarding,High,17.86,48.43,4.0,Email
TKT-004189,acc-001336,2025-04-26,Billing,High,20.12,60.88,2.9,Help Center
TKT-004190, ACC-001337 ,2025-05-24,Onboarding,Low,15.56,34.62,5,Email
TKT-004191,ACC-001337,2025-12-13,Onboarding,Medium,8.51,44.31,4.2,Email
TKT-004192,acc-001338,2025-11-27,Beta feature,Medium,10.91,36.52,3.6,Email
TKT-004193,ACC-001338,2025-05-21,Bug,Medium,14.81,50.91,2.2,Chat
TKT-004194,ACC-001338,2025-05-23,Beta feature,Medium,17.21,41.77,3.8,Help Center
TKT-004195,ACC-001339,2025-03-08,Bug,Medium,14.95,63.56,3.7,Email
TKT-004196, ACC-001339 ,2025-07-23,Bug,High,18.92,49.21,2.2,Chat
TKT-004197,ACC 001339,2025-08-26,Performance,Medium,13.31,35.87,3.4,Email
TKT-004198,ACC 001339,2025-10-22,Beta feature,Medium,9.5,38.02,2.7,Phone
TKT-004199, ACC-001340 ,2026-07-24,Onboarding,Low,14.66,31.23,3.8,Chat
TKT-004200,ACC 001340,2026-02-08,Onboarding,Medium,1.76,10.94,3.3,Email
TKT-004201,ACC-001340,2026-10-04,Bug,Low,11.76,54.74,4.9,Help Center
TKT-004202,acc-001341,2026-02-20,Onboarding,Medium,15.09,38.85,3.5,Email
TKT-004203, ACC-001341 ,2026-02-15,Performance,High,24.1,60.81,2.1,Email
TKT-004204, ACC-001341 ,2025-08-14,Performance,Low,14.32,47.25,3.0,Email
TKT-004205,ACC-001342,2025-08-09,Billing,Low,12.2,19.08,4.5,Help Center
TKT-004206,acc-001342,2026-05-05,Bug,High,16.05,60.09,4.2,Phone
TKT-004207,ACC-001342,2025-10-06,Billing,Medium,16.13,50.7,2.6,Email
TKT-004208,ACC-001342,2026-02-24,Bug,Urgent,18.46,25.46,3.9,Phone
TKT-004209,ACC 001344,2026-03-20,Bug,Medium,6.73,20.48,2.8,Chat
TKT-004210,ACC-001344,2026-02-17,Onboarding,Medium,12.83,19.45,3.3,Email
TKT-004211,ACC-001344,2025-08-21,Beta feature,Low,14.05,54.21,4.6,Help Center
TKT-004212,ACC 001345,2025-11-13,Beta feature,High,11.74,43.63,3.5,Phone
TKT-004213,ACC-001345,2025-07-29,Integration,Medium,7.92,32.91,4.0,Chat
TKT-004214,ACC-001345,2026-01-07,Performance,Urgent,0.7,18.62,3.2,Email
TKT-004215,ACC-001346,2025-07-15,Integration,Low,5.7,32.39,3.9,Email
TKT-004216, ACC-001346 ,2025-12-24,Bug,Medium,0.65,51.55,2.5,Chat
TKT-004217,ACC-001347,2025-08-09,Onboarding,Low,19.21,55.04,3.4,Email
TKT-004218,ACC-001347,2025-12-24,Integration,High,35.89,90.82,4.5,Email
TKT-004219, ACC-001348 ,2025-12-10,Billing,Medium,8.46,39.59,4.8,Phone
TKT-004220,ACC-001348,2025-11-07,Performance,Medium,9.96,30.34,4.6,Email
TKT-004221,ACC-001349,2025-08-18,Beta feature,High,8.42,27.01,5,Email
TKT-004222,ACC 001349,2025-10-22,Integration,Urgent,23.48,53.39,3.7,Chat
TKT-004223,ACC-001349,2025-04-04,Billing,Medium,1.0,11.09,5,Email
TKT-004224,ACC-001349,2025-10-03,Onboarding,Medium,10.6,49.78,3.0,Email
TKT-004225,ACC-001349,2025-06-02,Performance,Medium,5.62,42.01,3.7,Phone
TKT-004226,ACC-001350,2025-12-15,Onboarding,High,18.88,37.64,1.9,Chat
TKT-004227,ACC-001350,2026-04-14,Onboarding,Urgent,27.86,63.6,2.7,Email
TKT-004228,ACC-001350,2025-08-21,Onboarding,Medium,16.47,22.65,2.9,Chat
TKT-004229,ACC-001350,2026-07-13,Integration,High,31.5,63.68,1.2,Chat
TKT-004230,ACC-001350,2026-04-28,Performance,High,31.49,83.86,1,Email
TKT-004231,ACC 001350,2025-10-30,Onboarding,High,22.49,52.5,2.3,Email
TKT-004232,ACC 001350,2026-06-30,Beta feature,High,31.03,79.94,1,Email
