account_id,account_name,industry,employee_band,plan,sales_rep,acquisition_channel,close_date,contract_start_date,gross_contract_value_eur,contract_value_eur,discount_pct,discount_anomaly_flag,closed_mrr_eur,sales_fit_score,low_fit_flag,beta_feature_promised,beta_feature_category,product_record_present,onboarding_completed,activation_days,feature_adoption_rate,weekly_active_users,pages_published,ecommerce_enabled,support_ticket_count_90d,support_ticket_count_180d,avg_first_response_hours,avg_support_csat,latest_health_score,avg_nps_6m,avg_csat_6m,churned_90d,churned_180d,churned_12m,churn_reason,revenue_quality_risk_index,revenue_quality_segment
ACC-001254,PossiblePage Account 1254,Professional Services,11-50,Growth,Sales Rep #2,Paid Search,2025-11-19,2025-12-11,14000.33,12036.01,0.1403,False,1003.0,88.1,False,True,Beta checkout,False,False,,0.0,0,0,False,1,2,18.45,3.23,35.8,-12.7,3.0,False,False,False,,44.0,Watchlist
ACC-001255,PossiblePage Account 1255,Retail,51-200,Growth,Sales Rep #4,Webinar,2025-02-14,2025-03-15,15728.6,13815.47,0.1216,False,1151.29,76.0,False,True,Advanced integrations,True,True,19.0,0.6637,20,10,True,0,2,13.86,3.88,14.2,-17.5,2.5,False,False,True,Beta feature gap,35.2,Watchlist
ACC-001256,PossiblePage Account 1256,Retail,51-200,Starter,Sales Rep #9,Paid Search,2025-03-17,2025-04-16,2847.85,2310.45,0.1887,False,192.54,45.6,True,True,CRM sync,True,False,37.0,0.4793,3,6,False,1,1,23.09,1.98,39.1,-4.2,2.8,False,False,False,,46.0,Watchlist
ACC-001257,PossiblePage Account 1257,Education,51-200,Growth,Sales Rep #2,Inbound Demo,2025-02-18,2025-02-28,12916.78,11249.16,0.1291,False,937.43,43.9,True,True,Advanced integrations,True,True,32.0,0.3682,4,12,False,1,1,24.73,2.26,20.2,-48.2,2.0,False,False,False,,51.6,Watchlist
ACC-001258,PossiblePage Account 1258,Professional Services,11-50,Starter,Sales Rep #3,Paid Search,2025-07-08,2025-07-26,3121.88,2346.73,0.2483,False,195.56,47.4,True,False,,False,False,,0.0,0,0,False,1,1,18.27,3.25,14.7,-51.2,1.5,False,False,True,Low product fit,45.2,Watchlist
ACC-001259,PossiblePage Account 1259,Real Estate,11-50,Scale,Sales Rep #4,Referral,2025-12-16,2026-01-11,42416.53,37407.25,0.1181,False,3117.27,68.7,False,False,,True,True,3.0,0.5992,17,8,True,0,0,,,90.2,74.7,5.0,False,False,False,,16.2,Healthy
ACC-001260,PossiblePage Account 1260,Real Estate,51-200,Growth,Sales Rep #1,Outbound,2025-03-02,2025-03-04,18228.31,14880.61,0.1837,False,1240.05,37.9,True,True,CRM sync,True,True,19.0,0.3209,10,9,False,0,1,22.56,2.17,39.3,-32.0,2.2,False,False,False,,49.2,Watchlist
ACC-001261,PossiblePage Account 1261,Professional Services,1000+,Starter,Sales Rep #10,Webinar,2025-12-10,2025-12-25,3622.34,3491.83,0.036,False,290.99,87.6,False,False,,True,True,18.0,1.0,37,22,False,1,1,18.11,3.6,91.2,65.3,4.4,False,False,False,,9.8,Healthy
ACC-001262,PossiblePage Account 1262,Software,1-10,Scale,Sales Rep #6,Paid Search,2025-01-05,2025-01-09,50538.63,49931.79,0.012,False,4160.98,73.8,False,False,,True,True,23.0,0.6615,33,11,False,0,0,,,85.2,67.3,4.5,False,False,False,,15.4,Healthy
ACC-001263,PossiblePage Account 1263,Retail,11-50,Starter,Sales Rep #9,Inbound Demo,2025-01-31,2025-03-01,6738.09,5814.92,0.137,False,484.58,42.0,True,False,,True,True,15.0,0.4771,20,10,False,1,1,17.5,3.6,62.5,10.0,3.4,False,False,False,,30.7,Healthy
ACC-001264,PossiblePage Account 1264,Education,201-1000,Scale,Sales Rep #8,Outbound,2025-10-03,2025-10-09,34242.09,28374.47,0.1714,False,2364.54,89.0,False,True,CRM sync,False,False,,0.0,0,0,False,2,2,15.42,3.2,36.9,-31.2,2.3,False,False,False,,47.1,Watchlist
ACC-001265,PossiblePage Account 1265,Hospitality,51-200,Growth,Sales Rep #4,Outbound,2025-01-26,2025-02-14,10517.81,10517.81,0.0,True,876.48,87.4,False,False,,True,True,3.0,0.6652,21,12,True,0,0,,,85.9,52.2,4.5,False,False,False,,12.6,Healthy
ACC-001266,PossiblePage Account 1266,Software,201-1000,Growth,Sales Rep #2,Webinar,2025-02-12,2025-02-22,12343.2,10850.7,0.1209,False,904.23,95.2,False,False,,True,False,19.0,0.9702,36,16,True,0,0,,,81.3,53.3,4.3,False,False,False,,6.7,Healthy
ACC-001267,PossiblePage Account 1267,Nonprofit,1000+,Starter,Sales Rep #1,Inbound Demo,2025-09-08,2025-10-02,5645.56,5111.64,0.0946,False,425.97,88.0,False,False,,True,True,13.0,1.0,38,15,False,1,2,8.33,4.3,86.7,78.8,4.8,False,False,False,,6.8,Healthy
ACC-001268,PossiblePage Account 1268,Professional Services,51-200,Enterprise,Sales Rep #10,Partner,2025-08-15,2025-08-16,119049.88,106028.39,0.1094,False,8835.7,58.5,False,True,,True,True,16.0,0.4671,16,5,False,2,2,15.56,3.54,62.3,20.2,3.2,False,False,False,,42.0,Watchlist
ACC-001269,PossiblePage Account 1269,Professional Services,1000+,Growth,Sales Rep #1,Inbound Demo,2025-12-14,2025-12-24,9092.9,8359.78,0.0806,False,696.65,75.8,False,False,,True,True,4.0,0.716,16,11,False,0,0,5.38,4.2,95.7,71.5,4.5,False,False,False,,11.7,Healthy
ACC-001270,PossiblePage Account 1270,Real Estate,51-200,Scale,Sales Rep #10,Inbound Demo,2025-08-27,2025-09-18,51985.8,45076.89,0.1329,False,3756.41,88.0,False,False,,True,True,21.0,0.9738,30,17,True,1,3,9.82,3.2,96.1,58.3,4.4,False,False,False,,8.5,Healthy
ACC-001271,PossiblePage Account 1271,Retail,51-200,Starter,Sales Rep #3,Outbound,2025-09-04,2025-09-29,6871.81,6111.56,0.1106,False,509.3,82.1,False,False,,True,True,12.0,0.8404,23,11,False,0,0,,,97.6,65.2,4.6,False,False,False,,10.6,Healthy
ACC-001272,PossiblePage Account 1272,Retail,1-10,Enterprise,Sales Rep #6,Paid Search,2025-03-25,2025-04-02,146023.84,129778.12,0.1113,False,10814.84,42.4,True,False,,True,True,19.0,0.1174,14,5,False,0,0,3.41,2.4,2.2,-61.3,1.2,True,True,True,Low product fit,52.7,Watchlist
ACC-001273,PossiblePage Account 1273,Software,1000+,Starter,Sales Rep #8,Paid Search,2025-06-18,2025-07-06,4743.98,4160.22,0.1231,False,346.69,33.4,True,True,Dynamic forms,True,True,22.0,0.2463,2,2,False,0,0,33.19,1.85,23.4,-35.3,2.3,False,False,False,,54.1,Watchlist
ACC-001274,PossiblePage Account 1274,Education,51-200,Starter,Sales Rep #1,Outbound,2025-09-26,2025-10-19,6060.55,4840.45,0.2013,False,403.37,29.9,True,True,CRM sync,True,True,24.0,0.0,4,2,False,0,1,23.02,2.52,30.8,-37.5,2.0,False,False,False,,57.1,Risky
ACC-001275,PossiblePage Account 1275,Healthcare,201-1000,Starter,Sales Rep #6,Webinar,2025-05-22,2025-06-16,8191.02,6763.57,0.1743,False,563.63,46.4,True,True,Beta checkout,False,False,,0.0,0,0,False,2,2,24.38,2.1,22.6,-34.0,2.3,False,False,False,,58.3,Risky
ACC-001276,PossiblePage Account 1276,Retail,11-50,Scale,Sales Rep #2,Inbound Demo,2025-04-19,2025-05-14,35439.81,32274.2,0.0893,False,2689.52,59.2,False,False,,True,True,23.0,0.5544,23,9,True,1,2,10.58,4.33,75.3,36.2,3.9,False,False,False,,22.6,Healthy
ACC-001277,PossiblePage Account 1277,Professional Services,1-10,Starter,Sales Rep #10,Inbound Demo,2025-11-14,2025-12-14,2979.8,2511.26,0.1572,False,209.27,68.9,False,True,Dynamic forms,True,True,23.0,0.5016,26,9,False,0,2,15.56,4.0,39.0,-7.0,2.6,False,False,False,,37.8,Watchlist
ACC-001278,PossiblePage Account 1278,Financial Services,51-200,Scale,Sales Rep #5,Webinar,2025-02-28,2025-03-12,32461.4,28426.03,0.1243,False,2368.84,37.2,True,True,Advanced integrations,True,True,31.0,0.1411,1,6,False,0,0,21.08,2.62,44.9,-10.3,2.8,False,False,False,,50.1,Watchlist
ACC-001279,PossiblePage Account 1279,Education,11-50,Starter,Sales Rep #5,Referral,2025-10-22,2025-11-12,4621.82,3934.33,0.1487,False,327.86,77.1,False,False,,True,True,14.0,0.7394,15,9,False,1,1,15.23,3.63,91.5,74.8,4.7,False,False,False,,14.7,Healthy
ACC-001280,PossiblePage Account 1280,Education,11-50,Scale,Sales Rep #5,Referral,2025-03-06,2025-04-02,36125.58,33113.47,0.0834,False,2759.46,65.4,False,False,,True,True,10.0,0.3808,17,16,True,2,3,10.5,3.67,8.1,-73.2,1.3,False,True,True,Too many support issues,49.1,Watchlist
ACC-001281,PossiblePage Account 1281,Financial Services,51-200,Growth,Sales Rep #9,Inbound Demo,2025-04-11,2025-04-27,18760.2,17466.96,0.0689,False,1455.58,61.6,False,False,,True,True,7.0,0.4854,14,7,False,2,2,7.31,4.87,58.4,26.7,3.3,False,False,False,,27.4,Healthy
ACC-001282,PossiblePage Account 1282,Software,201-1000,Growth,Sales Rep #2,Outbound,2025-04-13,2025-05-09,9505.74,7888.36,0.1701,False,657.36,39.1,True,False,,True,True,24.0,0.3324,10,9,False,2,2,24.79,2.73,6.8,-47.2,1.9,False,False,True,Low product fit,44.5,Watchlist
ACC-001283,PossiblePage Account 1283,Software,201-1000,Starter,Sales Rep #2,Outbound,2025-11-05,2025-12-01,4300.43,3928.93,0.0864,False,327.41,67.8,False,False,,True,True,16.0,0.4653,14,10,False,0,2,9.61,3.74,87.9,47.0,4.2,False,False,False,,18.9,Healthy
ACC-001284,PossiblePage Account 1284,Healthcare,11-50,Growth,Sales Rep #9,Inbound Demo,2025-07-25,2025-08-10,22204.05,20752.45,0.0654,False,1729.37,73.2,False,False,,True,True,21.0,0.6623,19,13,True,0,0,9.08,3.77,67.7,18.5,3.6,False,False,False,,16.8,Healthy
ACC-001285,PossiblePage Account 1285,Real Estate,51-200,Growth,Sales Rep #5,Paid Search,2025-04-11,2025-04-18,19730.75,16985.23,0.1391,False,1415.44,93.5,False,True,Advanced integrations,True,True,16.0,0.9127,37,9,True,0,2,9.79,3.46,62.1,30.5,3.3,False,False,False,,22.0,Healthy
ACC-001286,PossiblePage Account 1286,Financial Services,51-200,Scale,Sales Rep #7,Partner,2025-09-28,2025-10-23,32123.19,28412.0,0.1155,False,2367.67,97.8,False,False,,True,True,23.0,0.9548,39,13,False,3,4,10.38,3.6,84.1,46.0,4.1,False,False,False,,12.2,Healthy
ACC-001287,PossiblePage Account 1287,Education,201-1000,Growth,Sales Rep #5,Paid Search,2025-05-17,2025-05-29,16687.27,13879.21,0.1683,False,1156.6,71.3,False,False,,True,True,19.0,0.8804,25,22,False,0,2,12.5,3.87,78.5,49.8,4.0,False,False,False,,12.7,Healthy
ACC-001288,PossiblePage Account 1288,Software,201-1000,Starter,Sales Rep #9,Partner,2025-11-23,2025-11-30,7478.27,6739.46,0.0988,False,561.62,55.3,False,False,,True,True,8.0,0.6752,31,13,False,1,3,10.61,3.86,82.0,39.5,4.1,False,False,False,,20.7,Healthy
ACC-001289,PossiblePage Account 1289,Nonprofit,11-50,Scale,Sales Rep #3,Outbound,2025-05-09,2025-05-17,39334.89,29629.88,0.2467,False,2469.16,33.4,True,True,CRM sync,True,True,27.0,0.2105,7,11,False,0,1,18.64,2.57,36.2,-25.5,2.5,False,False,False,,50.6,Watchlist
ACC-001290,PossiblePage Account 1290,Hospitality,1000+,Scale,Sales Rep #5,Outbound,2025-12-10,2025-12-10,38291.21,34248.45,0.1056,True,2854.04,92.1,False,False,,True,True,11.0,0.8357,12,16,False,1,4,7.99,4.61,81.4,50.2,4.3,False,False,False,,9.8,Healthy
ACC-001291,PossiblePage Account 1291,Real Estate,1-10,Growth,Sales Rep #10,Outbound,2025-04-12,2025-04-18,13244.12,11940.36,0.0984,False,995.03,80.3,False,False,,True,True,12.0,0.7236,35,13,True,2,2,12.16,3.77,80.9,43.8,4.3,False,False,False,,17.0,Healthy
ACC-001292,PossiblePage Account 1292,Manufacturing,1000+,Starter,Sales Rep #5,Outbound,2025-02-24,2025-03-18,7909.38,6950.78,0.1212,False,579.23,68.1,False,False,,False,False,,0.0,0,0,False,1,3,8.01,3.68,11.2,-59.3,1.8,False,False,True,Budget cut,38.5,Watchlist
ACC-001293,PossiblePage Account 1293,Professional Services,201-1000,Scale,Sales Rep #9,Inbound Demo,2025-04-19,2025-05-02,64124.74,58703.05,0.0845,False,4891.92,71.5,False,False,,True,True,11.0,0.8303,36,17,False,0,1,14.04,3.4,94.4,69.0,4.2,False,False,False,,13.1,Healthy
ACC-001294,PossiblePage Account 1294,Manufacturing,11-50,Starter,Sales Rep #5,Webinar,2025-04-04,2025-04-05,8539.92,8167.03,0.0437,False,680.59,72.0,False,False,,True,True,9.0,0.7993,15,13,False,0,0,,,14.9,3.5,2.9,False,False,True,Switched vendor,21.6,Healthy
ACC-001295,PossiblePage Account 1295,Nonprofit,1-10,Growth,Sales Rep #6,Outbound,2025-03-03,2025-03-29,24416.89,20999.87,0.1399,False,1749.99,72.3,False,True,Dynamic forms,True,True,18.0,0.5291,17,4,False,0,0,7.78,3.3,71.5,33.8,4.0,False,False,False,,29.6,Healthy
ACC-001296,PossiblePage Account 1296,Manufacturing,51-200,Growth,Sales Rep #10,Outbound,2025-09-03,2025-09-03,9336.86,8494.36,0.0902,False,707.86,60.5,False,False,,True,True,9.0,0.4767,23,17,True,1,2,6.28,3.7,74.8,33.3,4.0,False,False,False,,22.6,Healthy
ACC-001297,PossiblePage Account 1297,Nonprofit,51-200,Growth,Sales Rep #10,Outbound,2025-11-09,2025-11-12,11537.71,10048.12,0.1291,False,837.34,80.8,False,False,,False,False,,0.0,0,0,False,0,1,12.28,3.3,72.8,41.0,4.0,False,False,False,,25.2,Healthy
ACC-001298,PossiblePage Account 1298,Manufacturing,201-1000,Enterprise,Sales Rep #10,Inbound Demo,2025-12-02,2025-12-10,93713.61,80338.48,0.1427,False,6694.87,59.5,False,True,Beta checkout,True,True,23.0,0.4789,15,10,False,0,1,12.37,3.32,43.0,9.0,3.0,False,False,False,,38.2,Watchlist
ACC-001299,PossiblePage Account 1299,Retail,11-50,Growth,Sales Rep #3,Paid Search,2025-08-21,2025-09-02,9610.16,8283.01,0.1381,False,690.25,79.8,False,False,,True,True,9.0,0.8546,27,16,True,1,1,6.22,4.2,97.7,75.3,4.5,False,False,False,,11.1,Healthy
ACC-001300,PossiblePage Account 1300,Nonprofit,11-50,Enterprise,Sales Rep #9,Outbound,2025-02-13,2025-02-28,183845.55,162711.88,0.115,False,13559.32,96.7,False,False,,True,True,7.0,0.7084,12,12,False,0,0,7.03,4.6,91.7,65.7,4.5,False,False,False,,7.9,Healthy
ACC-001301,PossiblePage Account 1301,Nonprofit,11-50,Growth,Sales Rep #4,Outbound,2025-03-10,2025-03-16,14599.77,12272.93,0.1594,False,1022.74,60.2,False,False,,True,True,1.0,0.7078,16,10,True,0,1,8.31,4.63,66.7,21.7,3.8,False,False,False,,18.1,Healthy
ACC-001302,PossiblePage Account 1302,Healthcare,201-1000,Growth,Sales Rep #9,Partner,2025-05-26,2025-06-23,11095.39,9970.02,0.1014,False,830.84,71.9,False,False,,True,True,16.0,0.4876,17,11,False,0,0,14.69,2.2,79.0,34.5,4.2,False,False,False,,18.7,Healthy
ACC-001303,PossiblePage Account 1303,Retail,1-10,Growth,Sales Rep #7,Referral,2025-09-04,2025-10-03,18137.67,16045.65,0.1153,False,1337.14,31.3,True,True,Beta checkout,False,False,,0.0,0,0,False,1,2,26.61,1.64,8.2,-72.2,1.3,False,True,True,Low product fit,74.9,Risky
ACC-001304,PossiblePage Account 1304,Professional Services,1-10,Scale,Sales Rep #5,Inbound Demo,2025-08-11,2025-09-07,28871.34,25578.52,0.1141,False,2131.54,32.7,True,True,AI page builder,True,False,48.0,0.0,4,6,True,2,3,22.03,2.13,7.2,-69.7,1.3,True,True,True,Low product fit,76.0,Toxic
ACC-001305,PossiblePage Account 1305,Real Estate,51-200,Growth,Sales Rep #5,Paid Search,2025-05-01,2025-05-27,9858.43,8855.63,0.1017,False,737.97,62.3,False,False,,True,True,13.0,0.3951,14,4,False,0,1,11.2,3.75,0.9,3.0,3.0,False,False,True,Budget cut,29.3,Healthy
ACC-001306,PossiblePage Account 1306,Retail,11-50,Growth,Sales Rep #9,Webinar,2025-04-22,2025-05-17,12357.43,11762.11,0.0482,False,980.18,87.7,False,False,,True,True,10.0,0.7055,28,9,True,0,0,12.13,3.93,88.3,66.0,4.7,False,False,False,,10.3,Healthy
ACC-001307,PossiblePage Account 1307,Financial Services,1-10,Starter,Sales Rep #4,Outbound,2025-05-10,2025-06-05,5366.37,4940.33,0.0794,False,411.69,63.6,False,False,,True,True,21.0,0.571,11,10,False,0,2,5.67,4.67,73.7,31.2,3.4,False,False,False,,19.6,Healthy
ACC-001308,PossiblePage Account 1308,Professional Services,1-10,Starter,Sales Rep #5,Inbound Demo,2025-08-07,2025-08-12,8254.79,6870.19,0.1677,False,572.52,46.7,True,True,CRM sync,False,False,,0.0,0,0,False,2,5,23.43,2.52,23.0,-41.7,1.8,False,False,False,,59.3,Risky
ACC-001309,PossiblePage Account 1309,Hospitality,51-200,Enterprise,Sales Rep #6,Partner,2025-09-11,2025-09-15,103515.54,94901.48,0.0832,False,7908.46,90.9,False,False,,True,True,13.0,0.7515,34,19,False,0,1,4.86,3.8,85.6,41.8,4.0,False,False,False,,9.2,Healthy
ACC-001310,PossiblePage Account 1310,Software,201-1000,Starter,Sales Rep #9,Outbound,2025-02-20,2025-03-01,8053.0,5818.04,0.2775,False,484.84,41.6,True,True,AI page builder,True,True,25.0,0.0896,5,4,False,0,2,24.9,3.24,27.2,-43.3,2.3,False,False,False,,53.1,Watchlist
ACC-001311,PossiblePage Account 1311,Retail,51-200,Scale,Sales Rep #6,Inbound Demo,2025-11-10,2025-12-06,69119.69,62402.61,0.0972,False,5200.22,38.7,True,False,,True,True,28.0,0.4198,16,7,False,0,1,17.11,3.53,33.4,-18.0,2.9,False,False,False,,33.0,Healthy
ACC-001312,PossiblePage Account 1312,Real Estate,1-10,Growth,Sales Rep #1,Inbound Demo,2025-08-07,2025-08-25,11961.16,10686.27,0.1066,False,890.52,79.8,False,False,,True,True,5.0,0.6804,13,20,True,0,0,,,78.9,61.7,4.0,False,False,False,,15.2,Healthy
ACC-001313,PossiblePage Account 1313,Healthcare,1-10,Starter,Sales Rep #2,Inbound Demo,2025-07-22,2025-07-25,6030.25,5362.97,0.1107,False,446.91,73.2,False,False,,True,True,15.0,0.8081,25,16,False,2,2,6.43,4.23,71.7,42.0,3.8,False,False,False,,17.7,Healthy
ACC-001314,PossiblePage Account 1314,Real Estate,11-50,Starter,Sales Rep #1,Partner,2025-12-13,2025-12-20,6681.93,5481.68,0.1796,True,456.81,63.5,False,False,,True,True,17.0,0.5238,26,10,False,0,2,5.99,4.57,68.8,24.0,3.8,False,False,False,,19.8,Healthy
ACC-001315,PossiblePage Account 1315,Hospitality,1-10,Growth,Sales Rep #1,Partner,2025-10-28,2025-11-25,25291.82,23215.6,0.0821,False,1934.63,56.9,False,False,,True,True,17.0,0.5193,19,16,False,0,1,10.47,4.2,56.2,14.8,3.2,False,False,False,,24.3,Healthy
ACC-001316,PossiblePage Account 1316,Financial Services,11-50,Growth,Sales Rep #7,Partner,2025-04-24,2025-05-21,24282.4,21496.93,0.1147,False,1791.41,77.9,False,False,,True,True,10.0,0.8958,23,11,False,0,0,,,89.8,42.8,4.5,False,False,False,,10.8,Healthy
ACC-001317,PossiblePage Account 1317,Healthcare,11-50,Starter,Sales Rep #2,Referral,2025-06-02,2025-06-03,6343.2,5893.55,0.0709,False,491.13,63.0,False,False,,True,True,1.0,0.5491,27,8,False,2,2,13.15,3.85,74.4,41.8,4.0,False,False,False,,24.5,Healthy
ACC-001318,PossiblePage Account 1318,Manufacturing,201-1000,Starter,Sales Rep #9,Outbound,2025-06-21,2025-07-15,5708.8,5146.47,0.0985,False,428.87,68.9,False,False,,True,True,10.0,0.4825,16,17,False,2,2,11.08,4.04,78.8,56.0,3.9,False,False,False,,24.0,Healthy
ACC-001319,PossiblePage Account 1319,Professional Services,11-50,Starter,Sales Rep #5,Webinar,2025-04-17,2025-05-11,2887.67,2659.28,0.0791,False,221.61,75.4,False,True,Advanced integrations,True,False,35.0,0.5985,20,12,False,3,3,13.5,3.73,49.9,9.7,3.1,False,False,False,,39.4,Watchlist
ACC-001320,PossiblePage Account 1320,Nonprofit,51-200,Scale,Sales Rep #10,Webinar,2025-12-31,2026-01-07,47283.42,41821.16,0.1155,False,3485.1,74.6,False,True,Dynamic forms,True,True,22.0,0.5265,26,17,True,0,3,18.25,2.97,49.1,-8.0,2.9,False,False,False,,35.4,Watchlist
ACC-001321,PossiblePage Account 1321,Healthcare,51-200,Enterprise,Sales Rep #6,Outbound,2025-12-20,2026-01-08,83813.06,73771.43,0.1198,False,6147.62,62.5,False,False,,True,True,8.0,0.6485,19,16,False,0,1,12.52,3.2,8.4,-2.5,3.1,False,False,True,Switched vendor,24.8,Healthy
ACC-001322,PossiblePage Account 1322,Financial Services,11-50,Growth,Sales Rep #6,Inbound Demo,2025-09-16,2025-09-23,15116.63,13758.06,0.0899,False,1146.5,68.2,False,True,Advanced integrations,True,True,14.0,0.531,16,15,True,1,4,13.23,2.97,40.6,-0.5,3.1,False,False,False,,37.9,Watchlist
ACC-001323,PossiblePage Account 1323,Retail,11-50,Growth,Sales Rep #2,Paid Search,2025-04-21,2025-05-20,24581.21,22131.87,0.0996,False,1844.32,97.8,False,False,,True,True,9.0,0.8593,25,13,False,1,3,10.12,4.28,91.8,56.3,4.6,False,False,False,,7.9,Healthy
ACC-001324,PossiblePage Account 1324,Software,51-200,Growth,Sales Rep #9,Paid Search,2025-10-29,2025-11-22,13425.45,11859.96,0.1166,False,988.33,64.1,False,False,,True,True,15.0,0.6243,23,14,False,1,2,5.04,4.0,80.8,47.5,4.2,False,False,False,,18.4,Healthy
ACC-001325,PossiblePage Account 1325,Education,11-50,Growth,Sales Rep #8,Inbound Demo,2025-01-02,2025-01-06,18733.91,17466.34,0.0677,False,1455.53,72.2,False,False,,True,True,10.0,0.7673,21,17,True,0,1,12.77,4.2,89.2,57.2,4.3,False,False,False,,13.5,Healthy
ACC-001326,PossiblePage Account 1326,Hospitality,201-1000,Scale,Sales Rep #2,Paid Search,2025-10-12,2025-11-06,64298.94,61311.84,0.0465,False,5109.32,65.6,False,False,,True,True,16.0,0.6017,24,12,True,0,0,5.4,4.27,72.4,48.7,4.0,False,False,False,,17.3,Healthy
ACC-001327,PossiblePage Account 1327,Healthcare,51-200,Enterprise,Sales Rep #3,Inbound Demo,2025-12-09,2025-12-21,108324.2,95333.5,0.1199,True,7944.46,95.4,False,False,,True,True,9.0,0.8015,30,18,False,3,3,8.63,3.98,100.0,64.0,4.8,False,False,False,,13.0,Healthy
ACC-001328,PossiblePage Account 1328,Retail,1-10,Scale,Sales Rep #2,Referral,2025-07-23,2025-07-26,40551.88,35540.99,0.1236,False,2961.75,68.3,False,True,CRM sync,True,True,19.0,0.0659,10,8,False,2,3,11.16,3.46,8.4,-62.0,1.2,True,True,True,Beta feature gap,65.9,Risky
ACC-001329,PossiblePage Account 1329,Software,51-200,Scale,Sales Rep #5,Paid Search,2025-05-26,2025-05-29,60780.55,50811.26,0.164,True,4234.27,74.9,False,False,,True,True,7.0,0.7755,18,16,False,1,1,4.46,3.82,87.9,58.5,4.7,False,False,False,,12.5,Healthy
ACC-001330,PossiblePage Account 1330,Software,51-200,Growth,Sales Rep #1,Outbound,2025-04-27,2025-05-11,16448.97,14861.22,0.0965,False,1238.43,66.5,False,False,,True,False,28.0,0.7772,21,15,False,2,2,5.79,4.55,61.2,45.7,4.0,False,False,False,,19.6,Healthy
ACC-001331,PossiblePage Account 1331,Retail,11-50,Growth,Sales Rep #4,Inbound Demo,2025-02-12,2025-02-14,16061.71,14203.23,0.1157,False,1183.6,69.1,False,False,,True,True,7.0,0.5086,11,10,False,1,1,7.88,4.9,91.6,54.5,4.5,False,False,False,,19.1,Healthy
ACC-001332,PossiblePage Account 1332,Education,201-1000,Starter,Sales Rep #9,Outbound,2025-05-11,2025-05-16,6934.61,6089.89,0.1218,False,507.49,41.5,True,True,,True,True,34.0,0.0868,1,1,False,0,0,26.87,1.77,7.9,-82.0,1.5,False,True,True,Low product fit,68.8,Risky
ACC-001333,PossiblePage Account 1333,Software,51-200,Starter,Sales Rep #4,Partner,2025-10-04,2025-10-15,5066.8,3847.03,0.2407,False,320.59,34.1,True,True,Dynamic forms,True,True,24.0,0.206,8,0,False,0,2,25.43,1.63,23.2,-32.3,1.9,False,False,False,,54.1,Watchlist
ACC-001334,PossiblePage Account 1334,Professional Services,51-200,Scale,Sales Rep #5,Referral,2025-09-01,2025-09-20,40517.96,40517.96,0.0,False,3376.5,83.4,False,False,,True,True,10.0,0.803,36,13,False,1,3,12.03,3.4,96.4,72.3,4.8,False,False,False,,11.6,Healthy
ACC-001335,PossiblePage Account 1335,Hospitality,11-50,Starter,Sales Rep #6,Outbound,2025-10-27,2025-11-02,6533.23,5233.93,0.1989,False,436.16,42.2,True,False,,True,True,32.0,0.3088,18,9,False,0,0,16.32,2.77,40.8,-6.5,2.5,False,False,False,,34.5,Healthy
ACC-001336,PossiblePage Account 1336,Manufacturing,1-10,Growth,Sales Rep #5,Inbound Demo,2025-02-22,2025-03-02,23608.86,21091.45,0.1066,False,1757.62,55.2,False,False,,True,False,36.0,0.6419,11,10,False,1,2,18.99,3.45,70.1,45.2,4.3,False,False,False,,23.0,Healthy
ACC-001337,PossiblePage Account 1337,Real Estate,11-50,Growth,Sales Rep #8,Paid Search,2025-03-19,2025-03-23,22097.99,20343.92,0.0794,False,1695.33,75.9,False,False,,True,True,17.0,0.8197,14,13,False,1,1,12.04,4.6,68.0,48.3,4.0,False,False,False,,15.5,Healthy
ACC-001338,PossiblePage Account 1338,Professional Services,201-1000,Growth,Sales Rep #2,Inbound Demo,2025-03-30,2025-04-25,12369.47,11552.56,0.066,False,962.71,55.0,False,True,AI page builder,True,True,25.0,0.1716,1,13,False,2,2,14.31,3.2,7.5,-25.7,2.8,False,False,True,Beta feature gap,51.6,Watchlist
ACC-001339,PossiblePage Account 1339,Financial Services,1-10,Growth,Sales Rep #3,Paid Search,2025-01-02,2025-01-19,23805.61,18958.24,0.2036,False,1579.85,86.5,False,True,Advanced integrations,True,True,20.0,0.7717,25,18,True,1,1,14.17,3.0,61.4,22.7,3.5,False,False,False,,28.3,Healthy
ACC-001340,PossiblePage Account 1340,Retail,1000+,Starter,Sales Rep #5,Paid Search,2025-10-20,2025-11-12,7033.34,6542.75,0.0698,False,545.23,86.6,False,False,,True,True,24.0,0.7258,19,17,False,1,1,9.39,4.0,93.5,72.2,4.8,False,False,False,,11.6,Healthy
ACC-001341,PossiblePage Account 1341,Nonprofit,1-10,Growth,Sales Rep #6,Partner,2025-03-10,2025-03-24,14616.98,13261.44,0.0927,False,1105.12,72.7,False,True,Advanced integrations,True,True,22.0,0.6753,25,12,False,0,1,17.84,2.87,50.3,3.0,2.9,False,False,False,,33.2,Healthy
ACC-001342,PossiblePage Account 1342,Manufacturing,1-10,Starter,Sales Rep #3,Paid Search,2025-06-16,2025-07-10,5748.89,5048.03,0.1219,False,420.67,85.5,False,False,,True,True,5.0,0.7052,9,18,False,2,2,15.71,3.8,93.5,69.2,4.5,False,False,False,,16.4,Healthy
